12.579204	-29916810.466579
26.020284	-18821336.821071
39.834649	-19137939.832383
53.610652	-19299158.071510
67.022267	-19114016.133363
80.074395	-18912381.271132
92.730123	-19247852.377897
105.270768	-18809605.920462
117.402050	-18480125.382310
129.801088	-18307897.726051
142.234687	-18890902.380710
155.311587	-18371756.487974
167.842249	-18508573.210286
181.675348	-17756629.832641
195.018261	-18030373.740721
207.901834	-17900988.391482
220.871322	-18053709.706955
233.475474	-18476402.225250
246.029695	-17628135.953147
259.134078	-17814157.332316
272.266766	-17605091.081801
285.474815	-17647249.037122
298.759287	-17592042.081636
312.733932	-18190315.339767
326.185903	-17338156.894983
339.347647	-18080779.379954
352.393549	-17198497.355278
364.674585	-17657082.455120
377.464756	-17132108.154260
390.103802	-17378324.674277
402.680528	-17345051.722931
415.803077	-17475774.801144
429.195629	-17253512.021244
442.865939	-17228566.958874
456.477659	-17439617.328667
470.131252	-17219978.684661
483.417191	-16974512.824656
496.537440	-17643624.971419
509.280584	-17304009.998632
521.889059	-17093630.166432
534.201654	-17474751.755822
546.612525	-16901191.530544
559.003590	-17501039.509029
571.493739	-17159819.084197
584.752887	-17024438.776167
597.892639	-16963657.704720
611.346717	-16814542.648127
625.049594	-17226343.510039
638.698500	-17100100.957645
652.345601	-17091300.619235
665.522168	-16786853.604655
678.062886	-17392049.655194
690.940351	-16872110.455770
703.794392	-17084294.676852
716.496039	-16765239.489498
728.918936	-17095251.829301
741.163605	-17109510.493834
754.233058	-16789440.271089
766.785531	-17033533.554140
780.081389	-16850327.550148
793.681802	-17209908.333279
807.937854	-16658689.395490
821.731464	-16866338.441910
834.887816	-16929200.558345
848.133052	-16813699.825436
860.978651	-17020575.345183
873.757668	-16948798.903149
886.583000	-17146127.507739
899.444155	-17482613.834882
911.925398	-17537675.268934
924.351364	-16918620.997988
936.806276	-16786039.303847
949.944625	-17044883.041531
963.152896	-17311262.773695
976.703501	-16667586.013338
989.992250	-16769798.308050
1003.193030	-16841611.502253
1016.285420	-16573888.146761
1030.235359	-16800646.898911
1044.270340	-16687404.868216
1058.104124	-16766813.527856
1071.434144	-16710038.641267
1084.720978	-16745398.674133
1097.530435	-17312597.764617
1110.914468	-16426402.468893
1123.504649	-16817281.106286
1135.934994	-16868815.398158
